CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,GF Permit Application ID,Location
LINK-000274,Manhattan,106,2,40.74098927,-73.98173228,Live,362 3 AVENUE,10016,mn-06-136668,07/19/2017 12:00:00 AM,05/13/2017 12:00:00 AM,Gramercy,1018143,1008820045,1006800,EAST 26 STREET,EAST 27 STREET,NW,,"(40.74098927, -73.98173228)"
LINK-001683,Manhattan,109,7,40.822495,-73.953007,Live,572 WEST 139 STREET,10031,mn-09-120419,07/01/2016 12:00:00 AM,05/14/2016 12:00:00 AM,Hamilton Heights,1061709,1020700001,1022500,BROADWAY,HAMILTON PLACE,SE,,"(40.822495, -73.953007)"
LINK-000191,Manhattan,104,3,40.73756051,-73.99684066,Live,531 6 AVENUE,10011,mn-04-111683,12/02/2016 12:00:00 AM,09/24/2016 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1014526,1007900032,1008100,WEST 14 STREET,WEST 15 STREET,NW,,"(40.73756051, -73.99684066)"
LINK-020513,Bronx,201,8,40.81439418,-73.91518065,Live,520 BROOK AVENUE,10455,bx-01-146056,05/31/2018 12:00:00 AM,02/12/2018 12:00:00 AM,Mott Haven-Port Morris,2000118,2022750001,2004300,EAST 148 STREET,EAST 149 STREET,NE,82080,"(40.81439418, -73.91518065)"
LINK-000845,Manhattan,108,4,40.770946,-73.959496,Live,200 EAST 74 STREET,10021,mn-08-121002,11/07/2016 12:00:00 AM,10/01/2016 12:00:00 AM,Lenox Hill-Roosevelt Island,1044011,1014280045,1012600,3 AVENUE,2 AVENUE,SE,,"(40.770946, -73.959496)"
LINK-010831,Manhattan,104,3,40.76527687,-73.99149319,Live,747 10 AVENUE,10019,mn-04-122475,01/08/2018 12:00:00 AM,09/23/2017 12:00:00 AM,Clinton,1083800,1010799029,1013500,WEST 51 STREET,WEST 50 STREET,SW,,"(40.76527687, -73.99149319)"
LINK-014015,Manhattan,103,2,40.73121904,-73.982827,Live,237 1 AVENUE,10003,mn-03-123802,10/06/2017 12:00:00 AM,08/12/2017 12:00:00 AM,East Village,1006522,1004550033,1004000,EAST 14 STREET,EAST 13 STREET,SW,,"(40.73121904, -73.982827)"
LINK-003914,Manhattan,107,6,40.777921,-73.981853,Live,2060 BROADWAY,10023,mn-07-121346,02/27/2017 12:00:00 AM,01/27/2017 12:00:00 AM,Lincoln Square,1029873,1011430001,1015700,WEST 71 STREET,WEST 72 STREET,NE,,"(40.777921, -73.981853)"
LINK-000983,Manhattan,107,6,40.78575329,-73.97878535,Live,2275 BROADWAY,10024,mn-07-121238,02/27/2017 12:00:00 AM,09/08/2016 12:00:00 AM,Upper West Side,1078223,1012290054,1016700,WEST 82 STREET,WEST 81 STREET,NW,,"(40.78575329, -73.97878535)"
LINK-002058,Manhattan,109,7,40.82732011,-73.95002586,Live,3569 BROADWAY,10031,mn-09-111986,07/20/2016 12:00:00 AM,07/14/2016 12:00:00 AM,Hamilton Heights,1062398,1020930029,1023300,WEST 146 STREET,WEST 147 STREET,NW,,"(40.82732011, -73.95002586)"
LINK-012172,Bronx,201,8,40.81216272,-73.91646687,Live,436 BROOK AVENUE,10454,bx-01-131467,05/31/2018 12:00:00 AM,02/25/2018 12:00:00 AM,Mott Haven-Port Morris,2090996,2022710005,2004300,EAST 145 STREET,EAST 144 STREET,SE,,"(40.81216272, -73.91646687)"
LINK-013018,Bronx,201,8,40.80470552,-73.91293263,Live,710 EAST 138 STREET,10454,bx-01-119017,07/02/2018 12:00:00 AM,05/17/2018 12:00:00 AM,Mott Haven-Port Morris,2003792,2025660018,2002702,JACKSON AVENUE,BRUCKNER BOULEVARD,MIDBLOCK,,"(40.80470552, -73.91293263)"
LINK-001555,Manhattan,107,6,40.79904235,-73.96880907,Live,2697 BROADWAY,10025,mn-07-134421,11/03/2017 12:00:00 AM,09/10/2017 12:00:00 AM,Upper West Side,1056548,1018740052,1019100,WEST 103 STREET,WEST 102 STREET,SW,,"(40.79904235, -73.96880907)"
LINK-020833,Queens,401,26,40.75371822,-73.93221564,Live,38-02 31 STREET,11101,qu-01-145923,02/12/2018 12:00:00 AM,09/16/2017 12:00:00 AM,Queensbridge-Ravenswood-Long Island City,4004609,4003830013,4003100,38 AVENUE,39 AVENUE,NE,81761,"(40.75371822, -73.93221564)"
LINK-000346,Manhattan,106,4,40.75785145,-73.96943631,Live,880 3 AVENUE,10022,mn-06-139110,10/25/2017 12:00:00 AM,07/29/2017 12:00:00 AM,Turtle Bay-East Midtown,1036473,1013080033,1010000,EAST 53 STREET,EAST 54 STREET,NW,,"(40.75785145, -73.96943631)"
LINK-012730,Manhattan,103,2,40.7306716,-73.98924679,Live,46 3 AVENUE,10003,mn-03-136018,03/29/2018 12:00:00 AM,07/29/2017 12:00:00 AM,East Village,1008962,1005550028,1004200,EAST 10 STREET,EAST 9 STREET,SW,,"(40.7306716, -73.98924679)"
LINK-000047,Brooklyn,302,33,40.68681157,-73.98496961,Live,98 BOND STREET,11217,bk-02-108355,02/01/2018 12:00:00 AM,11/17/2017 12:00:00 AM,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3255607,3001837501,3004100,ATLANTIC AVENUE,PACIFIC STREET,SW,,"(40.68681157, -73.98496961)"
LINK-018083,Brooklyn,314,40,40.65002892,-73.95850153,Live,895 FLATBUSH AVENUE,11226,bk-14-145813,05/01/2017 12:00:00 AM,03/06/2017 12:00:00 AM,Erasmus,3117221,3051030023,3079400,CHURCH AVENUE,SNYDER AVENUE,SE,81494,"(40.65002892, -73.95850153)"
LINK-013275,Manhattan,105,3,40.75122432,-73.9905922,Live,450 7 AVENUE,10001,mn-05-135179,01/17/2019 12:00:00 AM,05/12/2018 12:00:00 AM,Midtown-Midtown South,1014408,1007840041,1010900,WEST 34 STREET,WEST 35 STREET,NW,,"(40.75122432, -73.9905922)"
LINK-005213,Manhattan,109,7,40.82096,-73.950863,Live,1580 AMSTERDAM AVENUE,10031,mn-09-139323,12/02/2016 12:00:00 AM,10/26/2016 12:00:00 AM,Hamilton Heights,1079852,1020700029,1022500,WEST 138 STREET,WEST 139 STREET,NW,,"(40.82096, -73.950863)"
LINK-001546,Manhattan,107,7,40.79714851,-73.9696072,Live,219 WEST 100 STREET,10025,mn-07-120510,09/06/2016 12:00:00 AM,08/13/2016 12:00:00 AM,Upper West Side,1056481,1018720019,1018700,BROADWAY,AMSTERDAM AVENUE,NE,,"(40.79714851, -73.9696072)"
LINK-013832,Manhattan,105,4,40.75495251,-73.98019325,Live,3 WEST 44 STREET,10036,mn-05-122204,04/14/2017 12:00:00 AM,02/11/2017 12:00:00 AM,Midtown-Midtown South,1034227,1012607503,1009600,5 AVENUE,6 AVENUE,NW,,"(40.75495251, -73.98019325)"
LINK-000527,Manhattan,104,3,40.75866608,-73.98890049,Live,701 8 AVENUE,10036,mn-04-142001,04/11/2016 12:00:00 AM,03/11/2016 12:00:00 AM,Clinton,1024991,1010350029,1012100,WEST 44 STREET,WEST 45 STREET,NW,,"(40.75866608, -73.98890049)"
LINK-012986,Brooklyn,302,33,40.6875936081062,-73.9870681131993,Live,91 HOYT STREET,11217,bk-02-126016,05/02/2018 12:00:00 AM,11/03/2017 12:00:00 AM,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000872,3001830007,3004100,ATLANTIC AVENUE,PACIFIC STREET,SW,,"(40.6875936081062, -73.9870681131993)"
LINK-018057,Brooklyn,302,33,40.68803876,-73.98187215,Live,322 LIVINGSTON STREET,11217,bk-02-145811,04/28/2017 12:00:00 AM,03/31/2017 12:00:00 AM,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000511,3001660032,3003700,NEVINS STREET,HANOVER PLACE,SW,81474,"(40.68803876, -73.98187215)"
LINK-018085,Brooklyn,314,40,40.649115,-73.958291,Live,927 FLATBUSH AVENUE,11226,bk-14-145836,05/31/2017 12:00:00 AM,05/06/2017 12:00:00 AM,Erasmus,3117220,3051030008,3079400,SNYDER AVENUE,CHURCH AVENUE,MIDBLOCK,81496,"(40.649115, -73.958291)"
LINK-012224,Manhattan,106,4,40.750237,-73.977306,Live,124 EAST 40 STREET,10016,mn-06-138539,10/06/2017 12:00:00 AM,04/08/2017 12:00:00 AM,Murray Hill-Kips Bay,1019491,1008950078,1008000,LEXINGTON AVENUE,PARK AVENUE,SW,,"(40.750237, -73.977306)"
LINK-011159,Manhattan,110,9,40.8033996,-73.95600349,Live,2120 8 AVENUE,10026,mn-10-118276,11/01/2017 12:00:00 AM,09/30/2017 12:00:00 AM,Central Harlem South,1055216,1018300064,1021800,WEST 115 STREET,WEST 114 STREET,SE,,"(40.8033996, -73.95600349)"
LINK-006032,Manhattan,109,7,40.82719623,-73.94644065,Live,500 WEST 148 STREET,10031,mn-09-100231,08/22/2016 12:00:00 AM,07/19/2016 12:00:00 AM,Hamilton Heights,1061989,1020790036,1023300,AMSTERDAM AVENUE,BROADWAY,SW,,"(40.82719623, -73.94644065)"
LINK-008224,Manhattan,103,2,40.731015,-73.988685,Live,55 3 AVENUE,10003,mn-03-138508,10/27/2016 12:00:00 AM,09/18/2016 12:00:00 AM,East Village,1006807,1004667502,1004000,EAST 11 STREET,EAST 10 STREET,SE,,"(40.731015, -73.988685)"
LINK-012586,Queens,401,26,40.75577655,-73.92362684,Live,37-08 35 AVENUE,11101,qu-01-137830,10/09/2017 12:00:00 AM,08/31/2017 12:00:00 AM,Astoria,4009607,4006410009,4005700,37 STREET,38 STREET,SE,,"(40.75577655, -73.92362684)"
LINK-011014,Manhattan,106,2,40.73616484,-73.98229109,Live,345 2 AVENUE,10010,mn-06-134971,04/11/2018 12:00:00 AM,01/24/2018 12:00:00 AM,Gramercy,1088555,1009010026,1006400,EAST 20 STREET,EAST 21 STREET,NW,,"(40.73616484, -73.98229109)"
LINK-012649,Manhattan,106,2,40.7367472,-73.98160829,Live,364 2 AVENUE,10010,mn-06-134533,04/11/2018 12:00:00 AM,09/25/2017 12:00:00 AM,Gramercy,1020543,1009270001,1006400,EAST 21 STREET,EAST 22 STREET,NE,,"(40.7367472, -73.98160829)"
LINK-020932,Queens,401,26,40.75364064,-73.91840166,Live,43-40 NORTHERN BOULEVARD,11101,qu-01-145954,11/07/2017 12:00:00 AM,09/30/2017 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4441943,4001430500,4017100,44 STREET,45 STREET,MIDBLOCK,81919,"(40.75364064, -73.91840166)"
LINK-021390,Queens,409,32,40.69504845,-73.84665595,Live,98-31 JAMAICA AVENUE,11418,qu-09-145882,08/09/2017 12:00:00 AM,07/15/2017 12:00:00 AM,Richmond Hill,4438536,4091770059,4002400,101 STREET,98 STREET,NW,81794,"(40.69504845, -73.84665595)"
LINK-000711,Manhattan,105,4,40.74983207,-73.9815598,Live,232 MADISON AVENUE,10016,mn-05-133558,06/14/2017 12:00:00 AM,04/30/2017 12:00:00 AM,Murray Hill-Kips Bay,1017195,1008670016,1008200,EAST 37 STREET,EAST 38 STREET,NW,,"(40.74983207, -73.9815598)"
LINK-000524,Manhattan,104,3,40.7555,-73.991425,Live,303 WEST 39 STREET,10018,mn-04-136982,04/11/2016 12:00:00 AM,03/19/2016 12:00:00 AM,Clinton,1013686,1007630034,1011500,8 AVENUE,9 AVENUE,NW,,"(40.7555, -73.991425)"
LINK-000457,Manhattan,104,3,40.742689,-74.000238,Live,176 8 AVENUE,10011,mn-04-135037,05/30/2017 12:00:00 AM,04/30/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1013890,1007680080,1008700,WEST 19 STREET,WEST 18 STREET,SE,,"(40.742689, -74.000238)"
LINK-021505,Brooklyn,306,39,40.680323,-73.978034,Live,667 WARREN STREET,11217,bk-06-145896,09/05/2017 12:00:00 AM,07/27/2017 12:00:00 AM,Park Slope-Gowanus,3018671,3009340046,3012901,5 AVENUE,4 AVENUE,NW,81815,"(40.680323, -73.978034)"
LINK-012181,Manhattan,105,3,40.736806,-73.993513,Live,10 WEST 15 STREET,10011,mn-05-137100,05/09/2018 12:00:00 AM,09/23/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1078686,1008160031,1005400,5 AVENUE,6 AVENUE,MIDBLOCK,,"(40.736806, -73.993513)"
LINK-000569,Manhattan,105,3,40.75966968,-73.98778563,Live,740 8 AVENUE,10036,mn-05-107819,04/06/2016 12:00:00 AM,03/12/2016 12:00:00 AM,Midtown-Midtown South,1024730,1010170061,1011900,8 AVENUE,BROADWAY,SE,,"(40.75966968, -73.98778563)"
LINK-001006,Bronx,204,8,40.819886,-73.926847,Live,597 GRAND CONCOURSE,10451,bx-04-140582,07/15/2016 12:00:00 AM,06/09/2016 12:00:00 AM,West Concourse,2001075,2023480036,2006300,EAST 151 STREET,EAST 150 STREET,SW,,"(40.819886, -73.926847)"
LINK-006141,Brooklyn,302,33,40.68745727,-73.98192018,Live,36 NEVINS STREET,11217,bk-02-108350,03/29/2018 12:00:00 AM,09/17/2017 12:00:00 AM,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000000,3001660040,3003700,LIVINGSTON STREET,SCHERMERHORN STREET,NW,,"(40.68745727, -73.98192018)"
LINK-000185,Manhattan,105,4,40.75009208,-73.98779173,Live,1313 BROADWAY,10001,mn-05-122775,07/18/2016 12:00:00 AM,04/30/2016 12:00:00 AM,Midtown-Midtown South,1015220,1008100040,1010900,WEST 34 STREET,WEST 35 STREET,NE,,"(40.75009208, -73.98779173)"
LINK-011039,Queens,404,25,40.74748994,-73.8846895,Live,81-02 ROOSEVELT AVENUE,11372,qu-04-136456,10/04/2017 12:00:00 AM,08/31/2017 12:00:00 AM,Elmhurst,4036860,4014920001,4026901,81 STREET,82 STREET,SW,,"(40.74748994, -73.8846895)"
LINK-020655,Brooklyn,302,33,40.686177,-73.991014,Live,71 WYCKOFF STREET,11201,bk-02-145904,09/18/2017 12:00:00 AM,07/31/2017 12:00:00 AM,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3005750,3003840049,3006900,SMITH STREET,COURT STREET,NW,81780,"(40.686177, -73.991014)"
LINK-020959,Queens,401,22,40.763931,-73.922478,Live,32-01 31 AVENUE,11102,qu-01-146040,05/31/2018 12:00:00 AM,12/15/2017 12:00:00 AM,Astoria,4008587,4006160079,4006300,32 STREET,33 STREET,NE,82026,"(40.763931, -73.922478)"
LINK-000178,Manhattan,105,4,40.76412672,-73.98230856,Live,1710 BROADWAY,10019,mn-05-122529,07/19/2016 12:00:00 AM,04/16/2016 12:00:00 AM,Midtown-Midtown South,1024850,1010260021,1013700,WEST 54 STREET,WEST 55 STREET,NW,,"(40.76412672, -73.98230856)"
LINK-003237,Manhattan,103,2,40.72745986,-73.98837167,Live,104 2 AVENUE,10003,mn-03-123273,09/19/2016 12:00:00 AM,09/02/2016 12:00:00 AM,East Village,1006262,1004480001,1003800,EAST 6 STREET,EAST 7 STREET,NE,,"(40.72745986, -73.98837167)"
LINK-002074,Manhattan,112,7,40.83391054,-73.94477152,Live,3778 BROADWAY,10032,mn-12-120450,07/06/2017 12:00:00 AM,06/10/2017 12:00:00 AM,Washington Heights South,1062700,1021150005,1024100,WEST 157 STREET,WEST 156 STREET,SE,,"(40.83391054, -73.94477152)"
LINK-000008,Brooklyn,304,34,40.69887623,-73.93844701,Live,849 BROADWAY,11206,bk-04-103731,07/27/2018 12:00:00 AM,04/10/2018 12:00:00 AM,Bushwick South,3071735,3031340004,3038900,PARK AVENUE,LOCUST STREET,MIDBLOCK,,"(40.69887623, -73.93844701)"
LINK-000804,Queens,412,27,40.70460911,-73.79680056,Live,163-02 JAMAICA AVENUE,11433,qu-12-141541,09/23/2016 12:00:00 AM,08/27/2016 12:00:00 AM,Jamaica,4216196,4101510001,4044601,163 STREET,GUY R BREWER BOULEVARD,SE,,"(40.70460911, -73.79680056)"
LINK-021122,Brooklyn,301,33,40.71924622,-73.95861248,Live,126 NORTH 8 STREET,11249,bk-01-146014,02/14/2018 12:00:00 AM,11/30/2017 12:00:00 AM,North Side-South Side,3324819,3023180017,3055700,METROPOLITAN AVENUE,CONSELYEA STREET,SW,81930,"(40.71924622, -73.95861248)"
LINK-014399,Manhattan,110,9,40.80260688,-73.95679626,Live,2097 FREDERICK DOUGLASS BOULEVARD,10026,mn-10-131051,10/20/2016 12:00:00 AM,09/24/2016 12:00:00 AM,Central Harlem South,1055811,1018470053,1019702,WEST 113 STREET,WEST 114 STREET,NW,,"(40.80260688, -73.95679626)"
LINK-000019,Brooklyn,314,40,40.64066623,-73.95592439,Live,1216 FLATBUSH AVENUE,11226,bk-14-126536,05/10/2018 12:00:00 AM,01/26/2018 12:00:00 AM,Flatbush,3119589,3051860033,3051602,DITMAS AVENUE,EAST 23 STREET,NW,,"(40.64066623, -73.95592439)"
LINK-014008,Manhattan,104,3,40.745448,-73.994537,Live,267 7 AVENUE,10001,mn-04-123661,02/09/2018 12:00:00 AM,11/04/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1015000,1008010001,1009100,WEST 25 STREET,WEST 26 STREET,NE,,"(40.745448, -73.994537)"
LINK-000949,Manhattan,107,6,40.78001947,-73.98139599,Live,2114 BROADWAY,10023,mn-07-136130,10/16/2017 12:00:00 AM,07/07/2017 12:00:00 AM,Lincoln Square,1030545,1011657505,1015900,WEST 74 STREET,WEST 73 STREET,SE,,"(40.78001947, -73.98139599)"
LINK-005430,Bronx,204,8,40.82782471,-73.9248328,Live,875 GERARD AVENUE,10452,bx-04-113552,07/15/2016 12:00:00 AM,07/01/2016 12:00:00 AM,West Concourse,2002991,2024840035,2019500,EAST 161 STREET,EAST 162 STREET,NW,,"(40.82782471, -73.9248328)"
LINK-013324,Bronx,205,14,40.86215226,-73.89839588,Live,2454 CRESTON AVENUE,10468,bx-05-119569,10/26/2017 12:00:00 AM,06/24/2017 12:00:00 AM,Fordham South,2013807,2031660069,2023703,EAST FORDHAM ROAD,EAST 188 STREET,SE,,"(40.86215226, -73.89839588)"
LINK-000241,Manhattan,106,2,40.73476963,-73.98625935,Live,180 3 AVENUE,10003,mn-06-133531,01/27/2016 12:00:00 AM,01/08/2016 12:00:00 AM,Gramercy,1017822,1008720035,1005000,EAST 16 STREET,EAST 17 STREET,NW,,"(40.73476963, -73.98625935)"
LINK-020907,Queens,401,22,40.762073,-73.918518,Live,37-01 31 AVENUE,11103,qu-01-146037,02/08/2018 12:00:00 AM,12/15/2017 12:00:00 AM,Astoria,4010553,4006590008,4006300,37 STREET,38 STREET,NE,82028,"(40.762073, -73.918518)"
LINK-010684,Manhattan,105,4,40.74642561,-73.98581619,Live,2 EAST 31 STREET,10016,mn-05-121624,06/05/2017 12:00:00 AM,02/11/2017 12:00:00 AM,Midtown-Midtown South,1016951,1008600001,1007400,5 AVENUE,MADISON AVENUE,SE,,"(40.74642561, -73.98581619)"
LINK-021150,Brooklyn,301,33,40.7230135,-73.95323355,Live,31 NASSAU AVENUE,11222,bk-01-145999,04/10/2018 12:00:00 AM,11/22/2017 12:00:00 AM,Greenpoint,3065960,3026430029,3056900,DOBBIN STREET,GUERNSEY STREET,MIDBLOCK,81931,"(40.7230135, -73.95323355)"
LINK-013962,Manhattan,102,3,40.7295577,-74.00238535,Live,263 6 AVENUE,10014,mn-02-123117,04/26/2018 12:00:00 AM,03/10/2018 12:00:00 AM,West Village,1008350,1005270027,1006700,DOWNING STREET,BEDFORD STREET,SW,,"(40.7295577, -74.00238535)"
LINK-020504,Bronx,201,17,40.81447081,-73.91295433,Live,563 ST. ANN'S AVENUE,10455,bx-01-146045,06/25/2018 12:00:00 AM,01/14/2018 12:00:00 AM,Melrose South-Mott Haven North,2000000,2022760001,2007100,EAST 149 STREET,WESTCHESTER AVENUE,NW,82070,"(40.81447081, -73.91295433)"
LINK-001827,Queens,406,29,40.715758,-73.833513,Live,116-12 QUEENS BOULEVARD,11375,qu-06-124184,07/29/2016 12:00:00 AM,07/20/2016 12:00:00 AM,Forest Hills,4079980,4033460001,4076902,77 AVENUE,78 AVENUE,SW,,"(40.715758, -73.833513)"
LINK-008221,Manhattan,103,2,40.72983073,-73.98665837,Live,160 2 AVENUE,10003,mn-03-123268,10/27/2016 12:00:00 AM,09/18/2016 12:00:00 AM,East Village,1006433,1004520001,1004000,EAST 10 STREET,EAST 11 STREET,NE,,"(40.72983073, -73.98665837)"
LINK-011092,Queens,404,25,40.74671112,-73.89214477,Live,73-02 ROOSEVELT AVENUE,11377,qu-04-134075,06/18/2018 12:00:00 AM,07/08/2017 12:00:00 AM,Elmhurst-Maspeth,4030453,4013057501,4026500,73 STREET,BROADWAY,SE,,"(40.74671112, -73.89214477)"
LINK-011383,Bronx,206,15,40.84909302,-73.90003051,Live,1948 WEBSTER AVENUE,10457,bx-06-119388,06/16/2017 12:00:00 AM,05/10/2017 12:00:00 AM,Mount Hope,2011085,2030270017,2037900,EAST 178 STREET,EAST TREMONT AVENUE,SE,,"(40.84909302, -73.90003051)"
LINK-012863,Manhattan,112,10,40.84942275,-73.93352882,Live,1422 ST. NICHOLAS AVENUE,10033,mn-12-120650,03/12/2018 12:00:00 AM,12/05/2017 12:00:00 AM,Washington Heights North,1063640,1021540001,1026900,WEST 181 STREET,WEST 182 STREET,NE,,"(40.84942275, -73.93352882)"
LINK-014212,Manhattan,105,3,40.74150205,-73.9935926,Live,66 WEST 21 STREET,10010,mn-05-108001,05/21/2018 12:00:00 AM,04/14/2018 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1015514,1008220076,1005400,6 AVENUE,5 AVENUE,SE,,"(40.74150205, -73.9935926)"
LINK-005578,Bronx,207,14,40.86810029,-73.90070588,Live,82 WEST KINGSBRIDGE ROAD,10468,bx-07-145924,01/22/2018 12:00:00 AM,09/16/2017 12:00:00 AM,Kingsbridge Heights,2014676,2032150024,2026500,UNIVERSITY AVENUE,AQUEDUCT AVENUE,SE,81348,"(40.86810029, -73.90070588)"
LINK-013361,Manhattan,110,9,40.82221486,-73.94223468,Live,2710 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-119897,10/19/2016 12:00:00 AM,10/03/2016 12:00:00 AM,Central Harlem North-Polo Grounds,1060439,1020300001,1023200,WEST 144 STREET,WEST 145 STREET,NE,,"(40.82221486, -73.94223468)"
LINK-012676,Manhattan,106,2,40.74122503,-73.97893462,Installed,501 2 AVENUE,10016,mn-06-136617,,05/08/2018 12:00:00 AM,Murray Hill-Kips Bay,1019898,1009090028,1006600,EAST 28 STREET,EAST 29 STREET,MIDBLOCK,,"(40.74122503, -73.97893462)"
LINK-019783,Queens,401,26,40.75195044,-73.93337963,Live,39-27 31 STREET,11101,qu-01-145980,01/09/2018 12:00:00 AM,10/14/2017 12:00:00 AM,Queensbridge-Ravenswood-Long Island City,4000000,4004010001,4003100,39 AVENUE,40 AVENUE,SE,81762,"(40.75195044, -73.93337963)"
LINK-021329,Queens,401,22,40.76578525,-73.919173,Live,33-20 30 AVENUE,11103,qu-01-145934,10/09/2017 12:00:00 AM,09/16/2017 12:00:00 AM,Astoria,4009036,4006250049,4006300,34 STREET,33 STREET,SW,81870,"(40.76578525, -73.919173)"
LINK-012528,Manhattan,106,2,40.73152105,-73.9827647,Live,353 EAST 14 STREET,10003,mn-06-123285,02/01/2017 12:00:00 AM,11/05/2016 12:00:00 AM,Gramercy,1082155,1009210027,1004800,1 AVENUE,2 AVENUE,NW,,"(40.73152105, -73.9827647)"
LINK-000927,Manhattan,107,6,40.774913,-73.982388,Live,1981 BROADWAY,10023,mn-07-135046,10/16/2017 12:00:00 AM,05/10/2017 12:00:00 AM,Lincoln Square,1028850,1011390014,1015300,WEST 67 STREET,WEST 68 STREET,NW,,"(40.774913, -73.982388)"
LINK-013806,Manhattan,105,3,40.75397801,-73.98832163,Live,535 7 AVENUE,10018,mn-05-121993,06/14/2017 12:00:00 AM,04/01/2017 12:00:00 AM,Midtown-Midtown South,1015265,1008140015,1011300,WEST 39 STREET,WEST 38 STREET,SE,,"(40.75397801, -73.98832163)"
LINK-001112,Queens,409,29,40.69988783,-73.8311312,Live,118-18 JAMAICA AVENUE,11418,qu-09-127841,06/26/2017 12:00:00 AM,05/12/2017 12:00:00 AM,Richmond Hill,4195916,4093280008,4012200,LEFFERTS BOULEVARD,MYRTLE AVENUE,SW,,"(40.69988783, -73.8311312)"
LINK-013398,Manhattan,112,10,40.84808255,-73.93451006,Installed,1380 ST. NICHOLAS AVENUE,10033,mn-12-120768,,04/14/2018 12:00:00 AM,Washington Heights South,1079911,1021530029,1026100,WEST 179 STREET,WEST 180 STREET,NE,,"(40.84808255, -73.93451006)"
LINK-013299,Queens,409,32,40.69210611,-73.86199361,Live,80-10 JAMAICA AVENUE,11421,qu-09-126733,08/07/2017 12:00:00 AM,06/24/2017 12:00:00 AM,Woodhaven,4183699,4089190001,4001000,80 STREET,FOREST PARKWAY,SE,,"(40.69210611, -73.86199361)"
LINK-000801,Queens,412,24,40.7043551,-73.79786531,Live,161-21 JAMAICA AVENUE,11432,qu-12-141537,09/30/2016 12:00:00 AM,08/19/2016 12:00:00 AM,Jamaica,4208875,4097607501,4044601,162 STREET,UNION HALL STREET,NW,,"(40.7043551, -73.79786531)"
LINK-012573,Manhattan,106,2,40.74023291,-73.97904816,Live,476 2 AVENUE,10016,mn-06-134832,11/15/2017 12:00:00 AM,09/26/2017 12:00:00 AM,Murray Hill-Kips Bay,1082730,1009340001,1006600,EAST 27 STREET,EAST 26 STREET,SE,,"(40.74023291, -73.97904816)"
LINK-013313,Bronx,201,17,40.8171412,-73.91620844,Live,2901 3 AVENUE,10455,bx-01-118955,12/22/2016 12:00:00 AM,10/22/2016 12:00:00 AM,Melrose South-Mott Haven North,2001339,2023740015,2006500,EAST 151 STREET,EAST 150 STREET,SW,,"(40.8171412, -73.91620844)"
LINK-012709,Manhattan,105,3,40.73727988,-73.99282602,Live,108 5 AVENUE,10011,mn-05-136386,08/30/2017 12:00:00 AM,08/05/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1015318,1008177501,1005400,EAST 16 STREET,EAST 15 STREET,SW,,"(40.73727988, -73.99282602)"
LINK-014643,Manhattan,110,9,40.80595028,-73.95075428,Live,2010 ADAM CLAYTON POWELL JR. BOULEVARD,10027,mn-10-119961,01/09/2017 12:00:00 AM,10/22/2016 12:00:00 AM,Central Harlem South,1079502,1019260029,1022000,WEST 120 STREET,WEST 121 STREET,NW,,"(40.80595028, -73.95075428)"
LINK-012376,Manhattan,108,4,40.76621551,-73.96997867,Live,24 EAST 63 STREET,10065,mn-08-121861,03/28/2019 12:00:00 AM,06/23/2018 12:00:00 AM,Upper East Side-Carnegie Hill,1040908,1013770058,1011401,MADISON AVENUE,5 AVENUE,MIDBLOCK,,"(40.76621551, -73.96997867)"
LINK-010745,Manhattan,108,5,40.76837393,-73.95536175,Live,400 EAST 73 STREET,10021,mn-08-120842,01/03/2018 12:00:00 AM,10/16/2017 12:00:00 AM,Lenox Hill-Roosevelt Island,1045862,1014677501,1012400,1 AVENUE,YORK AVENUE,SE,,"(40.76837393, -73.95536175)"
LINK-021386,Queens,409,32,40.69373978,-73.85255707,Live,86-56 WOODHAVEN BOULEVARD,11421,qu-09-145989,02/26/2018 12:00:00 AM,10/14/2017 12:00:00 AM,Woodhaven,4182096,4088700047,4001400,JAMAICA AVENUE,86 DRIVE,SW,81790,"(40.69373978, -73.85255707)"
